================================================================================
EXTRACTION COMPLÈTE DU FICHIER: belge.vnd
================================================================================

INFORMATIONS DU FICHIER:
--------------------------------------------------------------------------------
Nom:              belge.vnd
🎯 FIOLEVASE:
  @000005DE: FIOLEVASE

🎯 FRANCE:
  @00000748: FRANCE
  @0000CA8F: ..\france\france.vnp 18
  @0000D01F: france = 1  then dec_var france 1
  @0000DF67: france = 1 then  addbmp info ..\..\barre\images\p_france.bmp 6 452 400
  @00010845: 115 110 120 120 0 Franced

🎯 FROG:
  @00000711: FROG

🎯 GRECQUESTION:
  @00000382: GRECQUESTION

🎯 GRECREPONSE:
  @00000396: GRECREPONSE

🎯 HARPON:
  @00000339: HARPON
  @000015D4: harpon = 2 then inc_var non 1
  @000029EE: harpon = 2 then inc_var non 1
  @000040AC: harpon = 2 then inc_var non 1
  @000054E3: harpon = 2 then inc_var non 1
  @00006860: harpon = 2 then inc_var non 1
  @00007D07: harpon = 2 then inc_var non 1
  @0000B5B0: harpon = 2 then inc_var non 1
  @0000E99D: harpon = 2 then dec_var harpon 1

🎯 HELICE:
  @00000546: HELICE
  @000015FD: helice = 2 then inc_var non 1
  @00002A17: helice = 2 then inc_var non 1
  @000040D5: helice = 2 then inc_var non 1
  @0000550C: helice = 2 then inc_var non 1
  @00006889: helice = 2 then inc_var non 1
  @00007D30: helice = 2 then inc_var non 1
  @0000B5D9: helice = 2 then inc_var non 1
  @0000E9C9: helice = 2 then dec_var helice 1

🎯 HOTTE:
  @0000069A: HOTTE
  @00001B0D: hotte = 2 then inc_var non 1
  @00002F27: hotte = 2 then inc_var non 1
  @000045E5: hotte = 2 then inc_var non 1
  @00005A1C: hotte = 2 then inc_var non 1
  @00006D99: hotte = 2 then inc_var non 1
  @00008240: hotte = 2 then inc_var non 1
  @0000BAE9: hotte = 2 then inc_var non 1
  @0000EF4B: hotte = 2 then dec_var  hotte 1

🎯 IRLANDE:
  @000007F1: IRLANDE
  @0000083E: FIOLEIRLANDE
  @000021D5: fioleirlande = 2 then inc_var non 1
  @000035EF: fioleirlande = 2 then inc_var non 1
  @00004CAD: fioleirlande = 2 then inc_var non 1
  @000060E4: fioleirlande = 2 then inc_var non 1
  @00007461: fioleirlande = 2 then inc_var non 1
  @00008908: fioleirlande = 2 then inc_var non 1
  @0000C1B1: fioleirlande = 2 then inc_var non 1
  @0000D07D: irlande = 1  then dec_var irlande 1

🎯 ITALIE:
  @00000800: ITALIE
  @000008CB: FIOLEITALIE
  @0000231F: fioleitalie = 2 then inc_var non 1
  @00003739: fioleitalie = 2 then inc_var non 1
  @00004DF7: fioleitalie = 2 then inc_var non 1
  @0000622E: fioleitalie = 2 then inc_var non 1
  @000075AB: fioleitalie = 2 then inc_var non 1
  @00008A52: fioleitalie = 2 then inc_var non 1
  @0000C2FB: fioleitalie = 2 then inc_var non 1
  @0000D0AC: italie = 1  then dec_var italie 1

🎯 JUSTEPRIX:
  @0000044E: JUSTEPRIXOBJ
  @00000462: JUSTEPRIXEURO
  @00000477: JUSTEPRIXCLIC
  @0000048C: JUSTEPRIX1
  @0000049E: JUSTEPRIX10
  @000004B1: JUSTEPRIX15
  @000004C4: JUSTEPRIX20
  @000004D7: JUSTEPRIX25
  @000004EA: JUSTEPRIX30
  @000004FD: JUSTEPRIX50

🎯 LEVRIERNU:
  @0000040F: LEVRIERNUMERO

🎯 LEVRIERPARI:
  @00000424: LEVRIERPARI

🎯 LEVRIERRESULTAT:
  @00000437: LEVRIERRESULTAT

🎯 LEVURE:
  @00000703: LEVURE
  @00001B35: levure = 2 then inc_var non 1
  @00002F4F: levure = 2 then inc_var non 1
  @0000460D: levure = 2 then inc_var non 1
  @00005A44: levure = 2 then inc_var non 1
  @00006DC1: levure = 2 then inc_var non 1
  @00008268: levure = 2 then inc_var non 1
  @0000BB11: levure = 2 then inc_var non 1
  @0000EF76: levure = 2 then dec_var  levure 1

🎯 MARMOTTE:
  @0000060D: MARMOTTE

🎯 MASQUE:
  @00000347: MASQUE
  @0000164E: masque = 2 then inc_var non 1
  @00002A68: masque = 2 then inc_var non 1
  @00004126: masque = 2 then inc_var non 1
  @0000555D: masque = 2 then inc_var non 1
  @000068DA: masque = 2 then inc_var non 1
  @00007D81: masque = 2 then inc_var non 1
  @0000B62A: masque = 2 then inc_var non 1
  @0000EA1F: masque = 2 then dec_var masque 1

🎯 MATH:
  @00000320: MATH
  @00003D34: 220 350 125 365 0 Classe de math
  @000078D4: math.bmp
  @00008AB2: math = 1 then set_var non 2
  @00008AD9: non = 0 then playavi math3.avi 1 123 190 230 245
  @00008B15: non = 1 then playavi math99.avi 1 123 190 230 245
  @00008BCC: 480 160 125 365 0 math
  @00008C37: math1.avi 1 123 190 230 245j
  @0000CC83: math.bmp
  @0000CCDB: math 1

🎯 MUSIC:
  @0000061D: MUSIC

🎯 ORGE:
  @0000064C: ORGE
  @0000204F: orge = 2 then inc_var non 1
  @00003469: orge = 2 then inc_var non 1
  @00004B27: orge = 2 then inc_var non 1
  @00005F5E: orge = 2 then inc_var non 1
  @000072DB: orge = 2 then inc_var non 1
  @00008782: orge = 2 then inc_var non 1
  @0000C02B: orge = 2 then inc_var non 1
  @0000F50A: orge = 2 then dec_var orge 1

🎯 ORGUE:
  @000003D5: ORGUE

🎯 PAIN:
  @0000053A: PAIN
  @000010BA: EAUPAIN
  @000010C9: PAINOK
  @0000169F: pain = 2 then inc_var non 1
  @00002AB9: pain = 2 then inc_var non 1
  @00004177: pain = 2 then inc_var non 1
  @000055AE: pain = 2 then inc_var non 1
  @0000692B: pain = 2 then inc_var non 1
  @00007DD2: pain = 2 then inc_var non 1
  @0000B67B: pain = 2 then inc_var non 1

🎯 PALETTE:
  @00000668: PALETTE

🎯 PARFUM:
  @00000565: PARFUM
  @00001B8A: parfum = 2 then inc_var non 1
  @00002FA4: parfum = 2 then inc_var non 1
  @00004662: parfum = 2 then inc_var non 1
  @00005A99: parfum = 2 then inc_var non 1
  @00006E16: parfum = 2 then inc_var non 1
  @000082BD: parfum = 2 then inc_var non 1
  @0000BB66: parfum = 2 then inc_var non 1
  @0000EFD5: parfum = 2 then dec_var parfum 1

🎯 PARTITION:
  @0000063B: PARTITION
  @0000198E: partition = 2 then inc_var non 1
  @00002DA8: partition = 2 then inc_var non 1
  @00004466: partition = 2 then inc_var non 1
  @0000589D: partition = 2 then inc_var non 1
  @00006C1A: partition = 2 then inc_var non 1
  @000080C1: partition = 2 then inc_var non 1
  @0000B96A: partition = 2 then inc_var non 1
  @0000EDA3: partition = 2 then dec_var partition 1

🎯 PAYSBAS:
  @000007E2: PAYSBAS
  @000008A2: FIOLEPAYSBAS
  @000022C0: fiolepaysbas = 2 then inc_var non 1
  @000036DA: fiolepaysbas = 2 then inc_var non 1
  @00004D98: fiolepaysbas = 2 then inc_var non 1
  @000061CF: fiolepaysbas = 2 then inc_var non 1
  @0000754C: fiolepaysbas = 2 then inc_var non 1
  @000089F3: fiolepaysbas = 2 then inc_var non 1
  @0000C29C: fiolepaysbas = 2 then inc_var non 1
  @0000D0D9: paysbas = 1  then dec_var paysbas 1

🎯 PEINTRE:
  @00000677: PEINTRE
  @00000686: SCOREPEINTRE
  @00000CB4: PEINTRE1

🎯 PEPE:
  @00000573: PEPE

🎯 PLONGE:
  @00000374: PLONGE

🎯 ROUEDENT:
  @000005EF: ROUEDENT
  @00001A8A: rouedent = 2 then inc_var non 1
  @00002EA4: rouedent = 2 then inc_var non 1
  @00004562: rouedent = 2 then inc_var non 1
  @00005999: rouedent = 2 then inc_var non 1
  @00006D16: rouedent = 2 then inc_var non 1
  @000081BD: rouedent = 2 then inc_var non 1
  @0000BA66: rouedent = 2 then inc_var non 1
  @0000EEB7: rouedent = 2 then dec_var rouedent 1

🎯 RUBAN:
  @000003BB: RUBAN
  @00001812: ruban = 2 then inc_var non 1
  @00002C2C: ruban = 2 then inc_var non 1
  @000042EA: ruban = 2 then inc_var non 1
  @00005721: ruban = 2 then inc_var non 1
  @00006A9E: ruban = 2 then inc_var non 1
  @00007F45: ruban = 2 then inc_var non 1
  @0000B7EE: ruban = 2 then inc_var non 1
  @0000EC01: ruban = 2 then dec_var ruban 1

🎯 SCORE:
  @0000032C: SCORE
  @00000524: JUSTEPRIXSCORE
  @00000686: SCOREPEINTRE
  @000006C6: NUMPAYSSCORE
  @00001235: score < 0 then runprj ..\couleurs1\couleurs1.vnp 54g
  @0000253B: score < 0 then runprj ..\couleurs1\couleurs1.vnp 54h
  @000039CC: chewing = 0 then dec_var score 7
  @00003A67: score 6 15 415 160 470 0 <score>d
  @00003BA0: score < 0 then runprj ..\couleurs1\couleurs1.vnp 54g
  @00003EB6: score < 0 then runprj ..\couleurs1\couleurs1.vnp 54h

🎯 SIROP:
  @000006F6: SIROP
  @00002124: sirop = 2 then inc_var non 1
  @0000353E: sirop = 2 then inc_var non 1
  @00004BFC: sirop = 2 then inc_var non 1
  @00006033: sirop = 2 then inc_var non 1
  @000073B0: sirop = 2 then inc_var non 1
  @00008857: sirop = 2 then inc_var non 1
  @0000C100: sirop = 2 then inc_var non 1
  @0000F5F6: sirop = 2 then dec_var sirop 1

🎯 SUEDE:
  @0000081E: SUEDE
  @00000866: FIOLESUEDE
  @00002233: fiolesuede = 2 then inc_var non 1
  @0000364D: fiolesuede = 2 then inc_var non 1
  @00004D0B: fiolesuede = 2 then inc_var non 1
  @00006142: fiolesuede = 2 then inc_var non 1
  @000074BF: fiolesuede = 2 then inc_var non 1
  @00008966: fiolesuede = 2 then inc_var non 1
  @0000C20F: fiolesuede = 2 then inc_var non 1
  @0000D195: suede = 1  then dec_var suede 1d

🎯 TICKET:
  @0000059F: TICKET
  @000005AD: TICKET_A

🎯 TONDEUSE:
  @00000658: TONDEUSE
  @000019E2: tondeuse = 2 then inc_var non 1
  @00002DFC: tondeuse = 2 then inc_var non 1
  @000044BA: tondeuse = 2 then inc_var non 1
  @000058F1: tondeuse = 2 then inc_var non 1
  @00006C6E: tondeuse = 2 then inc_var non 1
  @00008115: tondeuse = 2 then inc_var non 1
  @0000B9BE: tondeuse = 2 then inc_var non 1
  @0000EDFF: tondeuse = 2 then dec_var tondeuse 1

🎯 TRANS:
  @0000071D: TRANS
  @0000D7E4: trans = 1 then addbmp active  ..\..\barre\images\trans.bmp 6 163 400
  @0000DA99: trans = 1 then addbmp active  ..\..\barre\images\trans.bmp 6 163 400
  @0000E4D5: trans = 1 then addbmp active  ..\..\barre\images\trans.bmp 6 163 400
  @0000E695: trans = 1 then addbmp active  ..\..\barre\images\trans.bmp 6 163 400
  @0000F8EA: trans = 1 then closewav
  @0000F90D: trans = 1 then closedll
  @0000F930: trans = 1 then playavi ..\..\couleurs1\movie\retour.avi 1
  @0000F99D: trans = 1 then dec_var score 50
  @0000FA06: trans = 1 then addbmp etoile ..\..\barre\images\trans2.bmp 6 162 400

🎯 VINCI:
  @000010D7: VINCI

🎯 VIOLON:
  @000005FF: VIOLON
  @00001F57: violon = 2 then inc_var non 1
  @00003371: violon = 2 then inc_var non 1
  @00004A2F: violon = 2 then inc_var non 1
  @00005E66: violon = 2 then inc_var non 1
  @000071E3: violon = 2 then inc_var non 1
  @0000868A: violon = 2 then inc_var non 1
  @0000BF33: violon = 2 then inc_var non 1
  @0000F3FE: violon = 2 then dec_var violon 1
